reference,start_equity,end_equity,total_return,cagr,max_drawdown,sharpe,sortino,strategy_minus_total_return,strategy_minus_cagr,strategy_minus_max_drawdown,strategy_minus_sharpe,strategy_minus_sortino
strategy-v1,5000.0,6958.517110404802,0.39170342208096054,0.060115553192968685,-0.042491538555359365,1.2700262414599652,2.156834615979321,0.0,0.0,0.0,0.0,0.0
equal-weight-buy-and-hold,5000.0,111950.31667921864,21.390063335843728,0.7315963692731458,-0.9518847056252882,1.057306370066358,1.6179753599801454,-20.998359913762766,-0.6714808160801771,0.9093931670699288,0.21271987139360715,0.5388592559991754
BTC-USD-buy-and-hold,5000.0,13478.1063874555,1.6956212774911,0.19141465357134813,-0.7663456370856909,0.5919236251254781,0.8732580545854267,-1.3039178554101394,-0.13129910037837944,0.7238540985303316,0.6781026163344871,1.283576561393894
SOL-USD-buy-and-hold,5000.0,339398.9173406066,66.87978346812133,1.1063078981329824,-0.9627249768997591,1.2249333117187369,1.948349211078528,-66.48808004604037,-1.0461923449400137,0.9202334383443997,0.04509292974122836,0.2084854049007927
META-buy-and-hold,5000.0,10488.124751638732,1.0976249503277464,0.14000327399828127,-0.767360924833365,0.521327402134034,0.7561162331068115,-0.7059215282467859,-0.07988772080531259,0.7248693862780057,0.7486988393259313,1.4007183828725092
NVDA-buy-and-hold,5000.0,84436.11823717372,15.887223647434745,0.6486414857038378,-0.6633509261332002,1.2363892154295986,1.9233416607523957,-15.495520225353784,-0.5885259325108692,0.6208593875778409,0.03363702603036667,0.23349295522692515
